Sensor,k,alpha
1,3884.7756907494636,-0.13051193516357837
2,11619.842020185275,-0.46618918597136266
3,6717.669656518713,-0.19628975554412795
4,3581.8738057639594,-0.2237864078663113
5,3266.7847115746554,-0.22119663296369768
6,8196.077409531807,-0.24938504420049054
7,5637.831036418608,-0.34332390082320513
8,6297.968279461388,-0.19859604531969932
9,5008.344512672897,-0.3851474877679215
10,6181.589916961177,-0.2906257039058148
11,5420.471125697879,-0.21443627446922806
12,4718.961173085997,-0.24792187565302232
13,15731.137582697871,-0.4963876106607622
14,5677.336535592822,-0.16014945899473615
15,14598.16358681643,-0.6521461229469703
16,6946.775910872842,-0.2157541078131895
17,6568.231564207695,-0.28885499972982653
18,36471.51963403133,-0.7958689694294341
19,47783.79441884275,-0.9076196439418417
20,4583.00825222333,-0.22141065095220877
21,8692.254503921364,-0.4410403904656074
22,9312.267763108355,-0.5272155201083664
23,13983.840399769982,-0.37491809136153736
24,58596.66357620932,-1.002081033232684
25,9567.925575562955,-0.23830356469998057
26,3670.5203277610876,-0.14504330636405097
27,10156.456425624985,-0.11515609486471261
28,4336.863306186892,-0.09872564653528607
29,6659.648273661309,-0.24376318265219965
30,3719.8435621500953,-0.1506567191424119
31,8100.189540078979,-0.44391126250310003
32,10509.479901324557,-0.2755063948483405
33,10687.500758215649,-0.39184882477148014
34,22797.870733181004,-0.5076849700091711
35,4725.109357756885,-0.2202185436857908
