最大値 = 14.89
最小値 = 0.50
平均値 = 4.961
単位 = N
データ数 = 47
記録レート = 0.5
ファイル作成日時 = 2024/09/26 16:39:04
コメント = 
マーク点 ON = ---
マーク点 OFF = ---
しきい値 = ---
1st ピーク荷重 = ---
2nd ピーク荷重 = ---
0.50
0.55
0.60
0.66
0.73
0.80
0.88
0.97
1.07
1.19
1.29
1.40
1.54
1.67
1.81
1.96
2.12
2.29
2.48
2.66
2.87
3.08
3.32
3.56
3.82
4.09
4.38
4.69
5.02
5.36
5.72
6.10
6.51
6.93
7.37
7.83
8.34
8.86
9.42
10.00
10.61
11.25
11.92
12.63
13.35
14.09
14.89
