最大値 = 39.68
最小値 = 0.50
平均値 = 12.274
単位 = N
データ数 = 47
記録レート = 0.5
ファイル作成日時 = 2025/01/15 16:14:42
コメント = 
マーク点 ON = ---
マーク点 OFF = ---
しきい値 = ---
1st ピーク荷重 = ---
2nd ピーク荷重 = ---
0.50
0.56
0.63
0.73
0.84
0.98
1.12
1.30
1.50
1.72
1.99
2.27
2.58
2.93
3.33
3.74
4.20
4.68
5.21
5.76
6.35
6.98
7.65
8.35
9.09
9.86
10.70
11.57
12.48
13.41
14.37
15.36
16.47
17.66
18.95
20.28
21.68
23.14
24.67
26.26
27.92
29.65
31.50
33.40
35.41
37.49
39.68
