Sensor,k,alpha
1,2043.3221690945109,-0.08770370876308246
2,4946.519587672396,-0.31974431718972957
3,5330.789583074865,-0.18659323108847714
4,6684.329576322051,-0.2934718095178908
5,6588.721535736003,-0.49139790506084274
6,7304.339257827382,-0.3558930261876145
7,7224.919263001116,-0.39195835366266657
8,4815.345396537783,-0.16435658716633134
9,4607.556817987825,-0.20128254778436178
10,4138.344945761776,-0.23696600826547476
11,3575.8754032963893,-0.13094609202738808
12,3495.682258533074,-0.12297118463761532
13,4341.7193179880915,-0.055758710405023164
14,7344.877261100735,-0.21887726804703397
15,5923.4961133464885,-0.5164512084191987
16,8453.008833118636,-0.11113075323301184
17,6970.995971560057,-0.3712797797724674
18,7106.819792564365,-0.2634221529688913
19,13297.261440576709,-0.5126348141078013
20,9404.294070026817,-0.49631144044237085
21,4034.8270977573884,-0.09561625961353307
22,9121.920815668973,-0.3811625095383878
23,9950.753234626685,-0.4295900859038279
24,10123.895685429483,-0.5078792788473261
25,5218.79615380173,-0.15034278054521236
26,11989.769403384358,-0.37128024682878585
27,6458.713643627591,-0.23142089350374717
28,19343.789295041963,-0.712086743393
29,8449.864990745997,-0.32496627087433344
30,7249.399016626557,-0.2654498811308664
31,4071.2786006046454,-0.14220125858342217
32,4974.302568860483,-0.20082674904727832
33,7175.1517636366525,-0.3109305018135325
34,6336.438296894629,-0.32760614538056987
35,4185.033007257298,-0.17577901761270254
