"// DN: 108, SN: 35"
Timestamp,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Mag_x,Mag_y,Mag_z,Gyro_x,Gyro_y,Gyro_z,Acc_x,Acc_y,Acc_z
1744782671.341,50,0.19489165627963512,0.1195307614678163,0,33.83214635197767,50,41.70851426386324,50,2.041137258334405,50,18.0,14.0,62.0,-19.34814453125,-31.249998092651367,22.277830123901367,-1.0421142578125,0.2518310546875,0.2908935546875
1744782671.351,50,0.21113525529735647,0.1273476954991911,0,33.83214635197767,50,35.85296371423429,50,2.1773013355661592,50,18.0,14.0,62.0,-19.34814453125,-31.249998092651367,22.277830123901367,-1.1436767578125,0.3262939453125,0.21142578125
1744782671.361,50,0.2873171636501117,0.14437167099503237,0,32.061157764750035,50,34.55271364917055,50,2.212472855428637,50,18.0,14.0,62.0,-11.047362327575684,-21.301267623901367,9.765625,-1.108642578125,0.0802001953125,0.195068359375
1744782671.371,50,0.3209978536911364,0.1273476954991911,0,30.944112223344053,50,32.12441573838037,50,2.2481057825588686,50,18.0,14.0,62.0,12.451170921325684,-6.408690929412842,-5.615233898162842,-1.108642578125,0.0802001953125,0.195068359375
1744782671.381,50,0.3209978536911364,0.196205078168766,0,27.870558710872295,50,32.71093380899287,50,2.630854387108392,50,18.0,14.0,62.0,12.451170921325684,-6.408690929412842,-5.615233898162842,-1.01904296875,-0.1439208984375,0.13427734375
1744782671.391,50,0.3329022188611303,0.196205078168766,0,27.870558710872295,50,32.71093380899287,50,2.590345520208464,50,17.0,13.0,63.0,11.718749046325684,-4.39453125,-5.126952648162842,-1.0018310546875,-0.09423828125,0.109130859375
1744782671.401,50,0.3329022188611303,0.2347876608826345,0,27.39575571679503,50,32.71093380899287,50,2.79808558166119,50,17.0,13.0,63.0,1.7700194120407104,-4.7607421875,0.9155272841453552,-1.001220703125,-0.01611328125,0.0914306640625
1744782671.411,50,0.3451579525207071,0.196205078168766,0,27.39575571679503,50,29.381402821195202,50,2.671877776594794,50,17.0,13.0,63.0,1.7700194120407104,-4.7607421875,0.9155272841453552,-1.003173828125,0.0255126953125,0.0838623046875
1744782671.421,50,0.3451579525207071,0.24908466632342882,0,27.39575571679503,50,30.990311029232892,50,2.755488289090453,50,17.0,13.0,63.0,0.4882812201976776,-4.33349609375,2.44140625,-1.003173828125,0.0255126953125,0.0838623046875
1744782671.432,50,0.397851279675135,0.2347876608826345,0,26.930941812648513,50,29.381402821195202,50,2.755488289090453,50,17.0,13.0,63.0,2.807616949081421,-2.807616949081421,1.8310545682907104,-0.9970703125,0.0186767578125,0.091796875
1744782671.441,50,0.3707546379360611,0.26415789799733336,0,26.030289265503782,50,29.381402821195202,50,2.755488289090453,50,17.0,13.0,63.0,2.807616949081421,-2.807616949081421,1.8310545682907104,-0.994384765625,-0.0013427734375,0.130126953125
1744782671.451,50,0.41198239238032847,0.26415789799733336,0,26.930941812648513,50,29.381402821195202,50,2.755488289090453,50,17.0,13.0,63.0,1.9531248807907104,-2.01416015625,1.220703125,-0.994384765625,0.0023193359375,0.1329345703125
