0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0.860297091,0.781000337,0.725925808,1.096810986,1.266700414,0.707476458,1.028991583,0.779800136,1.203393435,0.861736,0.869084804,1.023017353,0.69365272,0.74375874,0.840670159,0.715814742,0.807755912,0.599039573,0.607316449,0.927184404,0.858263758,0.999644336,0.619652,0.630049238,0.649573141,1.020916585,0.546121825,0.809079153,0.789424789,1.014001019,0.907499333,0.639974037,0.793924286,0.609582621,0.959072081
2845.172856,3326.223626,3768.791335,1987.739759,1634.02045,3944.609008,2175.75776,3334.757474,1750.06898,2837.725745,2800.291782,2194.039278,4087.485607,3613.128942,2950.800181,3863.157623,3146.709824,5434.7907,5282.469039,2535.825016,2855.763312,2268.614628,5070.664257,4904.900918,4621.220738,2200.540984,6663.197664,3138.333185,3267.530377,2222.218996,2619.650288,4756.474058,3237.023006,5242.241621,2410.859697
0.857992347,0.737143284,0.71129236,1.095516015,1.19890383,0.719670688,1.047339144,0.786616377,1.166075443,0.85019566,0.848882569,1.017062975,0.693295103,0.740689134,0.867433113,0.712405,0.794227619,0.614267355,0.602993546,0.931422672,0.876570842,0.995341987,0.636004371,0.656073551,0.638377573,1.017000543,0.541067684,0.813238353,0.7851247,0.9345193,0.892586588,0.626059121,0.758837234,0.585051875,0.950649923
2857.182905,3669.351158,3906.911722,1991.025033,1758.928023,3826.618019,2121.470089,3286.86509,1826.536535,2898.574096,2905.66334,2212.568316,4091.319259,3639.000564,2808.619009,3896.055244,3234.986837,5160.993984,5360.943639,2518.474171,2763.160765,2282.89792,4814.749862,4533.914315,4779.740184,2212.764252,6810.214218,3112.291769,3297.227982,2505.946402,2686.937714,4967.217623,3491.204137,5713.200102,2442.652764
0.865202782,0.779961028,0.705235158,1.077833609,1.210765917,0.711750372,1.034605736,0.779115634,1.220466691,0.884181921,0.843326526,0.99702121,0.690055522,0.735003365,0.8626929,0.710422541,0.778975909,0.604785246,0.587131207,0.93074192,0.865349667,0.993960435,0.631582979,0.634639056,0.640162222,1.034012671,0.550781353,0.832169306,0.827014509,0.971412081,0.887134863,0.639793393,0.827948027,0.634821677,0.967181801
2819.942435,3333.610935,3967.091875,2036.996002,1735.71335,3902.43539,2158.853606,3339.644163,1717.179084,2726.405613,2936.047652,2277.301751,4126.378025,3687.913921,2832.79483,3915.44112,3340.643424,5328.137336,5670.022015,2521.245045,2819.193891,2287.522737,4881.361349,4835.124493,4753.746453,2160.626902,6533.173469,2999.023555,3029.040879,2365.743738,2712.407298,4759.095314,3023.560354,4832.389239,2381.018516
0.807067951,0.60735,0.653604713,0.968131739,1.001233974,0.648565106,0.8232388,0.687739697,0.949739663,0.768002533,0.760108987,0.855438525,0.546363881,0.701498971,0.693219032,0.67401625,0.720651048,0.470154384,0.4794326,0.8059915,0.669667614,0.817989885,0.563999362,0.508915686,0.606136016,0.94297903,0.520709174,0.710290694,0.637839351,0.844969123,0.69868163,0.56015303,0.596268481,0.506796429,0.839019739
3151.082589,5281.868969,4566.68173,2377.571312,2263.382332,4635.061599,3051.411591,4151.810449,2446.139217,3421.033626,3481.295944,2870.609884,6656.315794,4005.145373,4092.13567,4309.198827,3817.437907,9863.779712,9317.181959,3157.949074,4361.591434,3083.065583,6190.491871,7922.172324,5303.668769,2472.348408,7474.515699,3916.737252,4787.63537,2926.998832,4034.326633,6286.443482,5487.769852,8008.360376,2960.040932
0.803456774,0.638637845,0.662404766,1.01022032,1.06981287,0.65148646,0.857423516,0.737990437,1.041022564,0.7599905,0.778826304,0.877939324,0.585347386,0.727274468,0.728001714,0.684615,0.721419448,0.505027172,0.49466811,0.843198182,0.738525156,0.811125972,0.586814485,0.518750814,0.58753319,0.948986623,0.519934434,0.73326375,0.667659907,0.86202129,0.805606692,0.586135258,0.616989919,0.493115957,0.833137273
3174.236437,4775.931585,4451.994236,2234.25179,2058.555697,4595.175899,2860.162704,3662.054039,2139.851463,3482.216699,3341.714007,2756.479242,5707.023655,3756.551678,3749.984547,4186.626947,3810.273319,8081.763754,8540.078495,2936.75704,3657.463053,3125.463484,5676.556681,7545.314895,5661.749867,2449.03102,7502.364905,3703.143221,4386.212703,2836.253846,3160.410959,5690.621531,5114.923164,8613.266451,2993.45313
0.80484,0.624072455,0.669877482,1.005233957,1.085051085,0.664871557,0.880266496,0.736675245,1.05270037,0.780605182,0.792119921,0.915044407,0.573872828,0.719923406,0.717206325,0.684626503,0.723145854,0.489884043,0.488810364,0.818100738,0.73992338,0.796552774,0.568430374,0.451931636,0.592499633,0.927014718,0.520784352,0.717072809,0.6563456,0.875489669,0.809033304,0.587055877,0.651491975,0.519862842,0.87380587
3165.32749,4998.839139,4359.033687,2250.322542,2017.977893,4420.872041,2745.190874,3673.395187,2106.114783,3329.028488,3249.18824,2586.874171,5957.089975,3824.247341,3849.890549,4186.4977,3794.273945,8769.75797,8823.012226,3082.390291,3645.512426,3219.463564,6083.522699,11148.30099,5561.504602,2536.524661,7471.824331,3851.159509,4530.332317,2768.462466,3138.622676,5671.574867,4595.10125,7504.948861,2776.759882
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163.548839,5018.879898,4459.236551,2287.381882,2113.305307,4550.369846,2885.58839,3829.086558,2230.701821,3410.759604,3357.399397,2737.987766,6106.809808,3861.981464,3897.336922,4227.441158,3807.32839,8905.100479,8893.424227,3059.032135,3888.188971,3142.66421,5983.52375,8871.929402,5508.974413,2485.96803,7482.901645,3823.679994,4568.06013,2843.905048,3444.453423,5882.87996,5065.931422,8042.191896,2910.084648
2840.766065,3443.061906,3880.931644,2005.253598,1709.553941,3891.220806,2152.027152,3320.422242,1764.594866,2820.901818,2880.667591,2227.969782,4101.727631,3646.681143,2864.07134,3891.551329,3240.780028,5307.974007,5437.811564,2525.181411,2812.70599,2279.678428,4922.258489,4757.979909,4718.235792,2191.310712,6668.861784,3083.21617,3197.933079,2364.636379,2672.998433,4827.595665,3250.595832,5262.610321,2411.510326
