Sensor,k,alpha
1,3715.9546138076803,-0.09280784193556078
2,9021.646679305919,-0.4164760532382196
3,8070.215145878323,-0.30229379844176435
4,4231.07676260716,-0.2978425705224949
5,6687.964580952547,-0.5321253036855477
6,13577.734314133051,-0.529411469736164
7,6265.67850525937,-0.42658580533951646
8,6560.3516582221155,-0.2786762675184363
9,15194.22249440214,-0.8912563779056578
10,5355.255960050627,-0.25056317330026534
11,8368.4964450807,-0.3862867109587149
12,7670.928965713757,-0.43726828227893355
13,31644.192205580526,-0.821555220256381
14,8675.394779068614,-0.3006311553605669
15,92994.3041933504,-1.4278850737660502
16,7204.925974058905,-0.23689044635064638
17,10249.350138118922,-0.5001905151850559
18,79011.74383514094,-1.0875287742288997
19,59223.91306217511,-0.9608381462506183
20,8504.293270905198,-0.46975815402215326
21,12066.5950885433,-0.5350241330789258
22,24044.84564586576,-0.9525556696541118
23,78081.44405377915,-1.155052971014102
24,101130.81367036083,-1.2956067090752432
25,14195.2900517146,-0.4752672300913364
26,5041.179382547157,-0.3360734726863491
27,20127.64239504754,-0.4632951171537886
28,13282.570476100173,-0.5711991880142206
29,44255.05689831034,-1.0703956128847407
30,10177.955352348545,-0.6266932172853816
31,30421.27364167928,-0.935495251314535
32,15131.824793693426,-0.3618339083415652
33,20900.575631528256,-0.7160053525449371
34,26886.12779261604,-0.5789653121682535
35,4645.946657470935,-0.2606523622680334
