,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507g,3839.847352,4814.534186,4477.964565,3352.145256,3364.182046,5057.718521,4096.810265,4507.113819,5228.239498,4668.264761,4258.692936,3476.376977,4685.623069,4851.9277,3108.799103,6993.854053,5049.150166,4649.866332,32459.43608,4645.364234,3605.515941,4059.464315,7484.356594,7424.484518,6828.476009,4856.359133,3968.317437,3857.981943,5055.976338,3592.028839,5935.060564,4460.313471,5526.019547,5740.392329,4845.317477
1009g,3430.062723,4190.759342,4017.546925,2838.582052,2707.532356,4594.57628,3628.431741,4137.157353,4423.465286,4246.281768,3965.569328,3118.906872,3689.625666,3936.541903,2634.3648,6658.356986,4598.895717,4239.699273,15392.88814,4626.371811,3575.263847,4011.938036,6628.676343,5319.150128,5747.539456,4648.800354,3357.174274,3269.366089,4283.982321,3292.74598,4643.380815,3667.603499,4617.592863,4648.221174,4160.23363
F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507g,4.967,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949
1009g,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888
