Pressure,Resistance,Fluctuation
5.533333333333334,441.52357014417544,29.587531035985478
10.066666666666666,339.08241580337193,20.00440819390866
14.6,298.1825618082932,15.275034830136969
19.133333333333333,276.30161561162646,11.63329759943676
23.666666666666668,262.89412110920995,7.221147818965108
28.2,252.87756427667395,6.191208983389676
32.733333333333334,244.46275522139845,5.55112924344691
37.266666666666666,238.47219134673978,4.438825124364405
41.8,233.87535250934184,3.756636196892511
46.333333333333336,229.7423044624853,3.1504379229197994
50.86666666666667,226.57680292832325,2.5483451363331158
55.4,223.96380123172148,1.8415077444666554
59.93333333333333,221.265642310709,1.6033286662310133
64.46666666666667,218.7187448079834,1.3064403182648519
69.0,216.4315057964872,1.1830577377281553
73.53333333333333,214.38038252796034,1.2441714346049657
78.06666666666666,212.6560410302882,1.362693633170004
82.6,210.996475405511,1.2454157919575783
87.13333333333333,209.2500200321224,0.9523699571462257
91.66666666666667,207.86347028234817,0.8306876708825366
96.2,206.8124238716583,0.8506044775852719
100.73333333333333,205.91304546595924,1.3305233730174506
105.26666666666667,205.22550732659911,1.990367411466157
109.8,204.57127044108734,2.5406728332127164
114.33333333333333,203.99144461770288,3.022648095689585
118.86666666666666,203.2872903481849,3.5405204825332763
123.39999999999999,203.02360331129978,4.692811425622464
127.93333333333334,203.16512254657803,6.152969471856127
132.46666666666667,205.0325545957011,9.980474893520032
137.0,205.03353083894774,10.992529818341003
141.53333333333333,200.15411726955293,5.056498918798564
146.06666666666666,196.93376788179543,1.4570122542959512
150.6,195.75317064538123,0.7887902948931356
155.13333333333333,194.79992201588914,0.4517800391643587
159.66666666666666,194.05977254431681,0.3803589522109898
164.2,193.40703638615037,0.3579715286733318
168.73333333333332,192.79007216960153,0.3574667888629137
173.26666666666665,192.2407635507874,0.3788992984130626
177.79999999999998,191.7488051197458,0.4208790342533146
182.33333333333334,191.29497643603267,0.43034250353458114
186.86666666666667,190.87089258681,0.4423333964268313
191.4,190.44679600802033,0.4629554704688083
195.9333333333333,190.07210671777477,0.5361781192286283
200.46666666666667,189.71447315552257,0.6068864590165545
205.0,189.361655057896,0.6207478872601827
209.53333333333333,188.9977295488245,0.6341394021073858
214.0666666666667,188.63196357254932,0.6594719606580492
218.6,188.27980453129067,0.6942636733591557
223.13333333333333,187.94281923410668,0.7276419618012482
227.66666666666666,187.6441862482682,0.7662867909544816
232.19999999999996,187.29003110340355,0.8261372804341218
236.73333333333332,186.94075916575216,0.9276465626135735
241.26666666666665,186.60004264275565,1.059175487815198
245.79999999999998,186.33302382037218,1.1416706821567497
250.33333333333334,186.08963509325167,1.1933627919183485
254.86666666666667,185.84596203904502,1.24572283466563
259.4,185.58993411529022,1.3012543289855756
263.93333333333334,185.32544507045063,1.3443865259647916
268.46666666666664,185.05998469371426,1.3936280550870173
273.0,184.81905466349795,1.476011868354563
277.5333333333333,184.5944811895331,1.5610910311842239
282.06666666666666,184.37289605093306,1.633854936202751
286.59999999999997,184.1447813939818,1.6568762897530143
291.1333333333333,183.8926846150641,1.6867822645898152
295.6666666666667,183.6384325886145,1.7066989850282832
300.2,183.366186565711,1.7206129501466916
304.73333333333335,183.10334079398305,1.7307197068775324
309.26666666666665,182.85750495023044,1.762307834870801
313.8,182.6043465615284,1.812656322783283
318.3333333333333,182.37320661829582,1.8544556401082315
322.8666666666667,182.13137090532368,1.8892778712864464
327.4,181.91197972870907,1.880251662214553
331.93333333333334,181.68962721134494,1.8745345028758906
336.46666666666664,181.50169655775872,1.9184176268659965
341.0,181.3264790109074,1.9712826102424934
345.5333333333333,181.17035651111186,2.0126246300547628
350.06666666666666,180.99349566148769,2.0090159502291787
354.59999999999997,180.8123404877222,2.0018744306578284
359.1333333333334,180.64086381999832,1.9998596023154396
363.6666666666667,180.4878353104905,2.019327949502547
368.2,180.33952164195702,2.0446820692117793
372.73333333333335,180.2089984584339,2.0603685305849067
377.26666666666665,180.0636661373588,2.0269373119647165
381.8,179.92121496881586,1.9960493389536247
386.3333333333333,179.78559133812573,1.9653614137125928
390.8666666666666,179.6835086484247,1.9462003490082551
395.3999999999999,179.5849209402047,1.9308719251865591
399.93333333333334,179.48651026791447,1.915855639112955
404.46666666666664,179.40460874706932,1.912519805906654
409.0,179.32165325247584,1.909290294031306
413.5333333333333,179.239706933605,1.9043632627651432
418.06666666666666,179.15945177164338,1.8837573732893367
422.59999999999997,179.08543991374927,1.8485527760392853
427.1333333333334,179.0126518376198,1.8172714048326597
431.6666666666667,178.9485766190539,1.8008792233032953
436.2,178.8866369788974,1.8167847818102467
440.73333333333335,178.82219999369852,1.8354674015128254
445.26666666666665,178.75564434241423,1.8508590786534487
449.8,178.66794200153808,1.8468631515902987
