Method: 500-1kg_1002
Sensor,1.0N,1.5N,2.0N,2.5N,3.0N,3.5N,4.0N,4.5N,5.0N,5.5N,6.0N,6.5N,7.0N,7.5N,8.0N,8.5N,9.0N,9.5N,10.0N,Avg Err
P27,98.1019477529142,84.11414355518546,61.875816341782354,36.94840346449697,21.88880068999459,12.397878241437745,6.360486457389455,2.1976497156862034,3.553973011543002e-08,0.7602262861850455,0.8683259125541246,0.8049287726052986,1.3089448156310088,1.7195729364609516,1.5450915708121724,1.1721791049921633,0.8548737949112865,0.5647059606396615,5.023907723158588e-08,17.55178818207671
P28,68.81553943416813,60.75168201554563,50.83104956323315,33.758557571032824,19.096397686605588,12.045682362936901,6.946149390600708,3.1223042587333234,4.44354173884026e-08,2.8451720790280906,4.2337573298551225,4.6518320813895135,4.827405404276465,4.441368886298484,3.603579589596727,2.756947102573729,1.8905514627346727,0.9044925613313509,4.757358115013455e-08,15.027498361681545
P29,97.68603127251234,51.7817716254305,28.89403870461538,18.136669179315046,14.530022696008068,10.54913628278881,6.807795074041931,3.213434432715606,4.886116370567976e-08,2.101093605496007,3.8671500034780277,4.497979527410445,4.035968198190851,3.6313444822007397,2.841483409565269,1.6129791598803553,0.9377613439194129,0.26692006677363367,7.112101056573585e-08,13.441662062332872
P30,51.3577733030784,51.595791130781,51.20421593414186,35.80881399803123,20.20838347379131,12.927826008498458,9.273810065260205,4.1347023226056345,2.864485971609699e-08,2.7656055737746112,4.262962609452007,4.397356476883077,3.6676258803311224,2.8309870596744293,2.044913527293377,1.5066257227786812,1.566316848590609,0.9081641268420548,3.6598882089182575e-08,13.708519690897461
P31,40.02689446521643,28.651108796439654,22.024151337645588,13.088513855827511,7.430579546303467,3.9992715757503436,1.7086940816190066,0.7051449055278856,8.150704435270544e-08,0.5449764893854777,1.2939093768019807,1.7131844598594985,1.8170611162694417,1.5791676171366802,1.3822773400746353,1.0658143551774917,0.7298371312657063,0.3779085622771681,1.1335707767534619e-07,6.744131326707479
P32,54.65019627688302,33.747785735568286,19.114095891667297,10.488669038309514,6.071813284233431,3.8044209517977614,2.369424647253364,1.054945299201642,1.121106834122839e-08,0.5024750020041794,0.33330837280171044,0.8449869014135963,1.2083543258915033,1.4040057548410734,1.3922840720521985,1.1312927394579333,0.4177097778180394,0.14335714940387131,1.3602105443861946e-08,7.298901328705874
P33,53.573430674839976,33.367678622028826,21.197716572723987,15.01313095336725,8.686412812231632,4.796184690636419,2.7584266273426237,1.1344784573627502,5.509014985385751e-08,0.5430891899686437,1.3564751782868532,1.4893907203096273,1.267908381176647,1.4262997933864237,0.95351573814743,0.3871720858221661,0.1323766544614786,0.08336113376212578,7.622519416060588e-08,7.798265706166853
P34,38.85669729719378,25.586523363767036,17.081530228335094,11.766029190771635,7.939368078734522,4.989581393367213,3.1446795344523237,1.7552334759496624,2.842998950512594e-08,1.0394720527309227,1.4472256371616306,1.3956659787176624,1.521503882803925,1.5267148783570292,1.0567576267052219,0.6065039056523651,0.5246214152211778,0.4116800294448008,4.472324295512856e-08,6.349988844343117
P35,48.315642471088616,30.912658414761655,19.658373845835467,10.462303305249185,5.86714485670803,2.9880821437480813,0.8811828178481901,0.4807308766067912,4.6171972665514735e-08,0.3530917286919032,1.0103944391946165,0.9505017187807493,1.0220668560697215,1.3650291091903697,1.3874652904712816,1.018947433832089,0.6361222762703604,0.47213889835635403,6.45883570169671e-08,6.725361925971778

Method: true_all
