,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507g,3971.498827,7653.349925,8184.30829,3384.621983,4062.462791,6790.163016,4805.196138,4430.211052,3055.199711,5172.483684,5214.357747,3912.341232,5752.484776,5738.9395,4899.965241,5533.176885,8836.116704,4008.266049,10356.80667,8781.856881,3617.469311,8208.190106,9451.648268,16276.48064,6865.425601,6208.797594,9874.821047,9103.639614,4271.335323,10215.19171,5418.659001,20824.26073,14745.4362,8641.081296,6485.66473
1009g,3580.363275,5131.228893,4722.83192,2737.466147,3522.856271,5781.912016,3987.920894,4136.467339,2773.345635,4711.471423,4297.637585,3410.199589,4895.027915,4928.636347,3415.88389,3938.449835,4621.170635,2991.956981,6247.625627,5680.39136,3203.679934,5180.817333,8417.710948,7465.740614,4490.570174,4525.502998,7734.80154,8117.796428,4062.540393,8009.305828,5338.208952,14752.59082,12544.00594,7003.52902,5227.707512
F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507g,4.967,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949
1009g,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888
