0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2573.617344,3827.195357,1472.525906,1984.491143,2987.69491,1372.503154,3231.208097,2242.379748,2362.250095,1483.630463,1668.699407,3225.634687,2758.430293,2455.277823,2018.900282,2280.619105,2290.02678,1691.122994,3235.091947,2699.829839,2210.563095,1858.430588,2506.718083,2267.123881,2780.389882
