0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3353.962866839688,5414.108791343875,1947.5220635721323,2670.8451242118795,4699.840796031881,1874.493383385602,6069.645779136051,2965.504403928541,2879.7172993375807,2481.212232216429,3159.5749086555625,5228.294822658897,3610.211190543378,4278.689300768945,3214.793971998734,3028.8355869418765,3024.543912286937,2249.805425816371,5470.321285540586,4603.991498145326,2640.3969539285613,2488.5476461160856,3191.079534792771,2812.7663287461655,3877.4748443541603
