,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
R,,,,,,,,,,,,,,,,,,,,,,,,,
200g,3353.962867,5414.108791,1947.522064,2670.845124,4699.840796,1874.493383,6069.645779,2965.504404,2879.717299,2481.212232,3159.574909,5228.294823,3610.211191,4278.689301,3214.793972,3028.835587,3024.543912,2249.805426,5470.321286,4603.991498,2640.396954,2488.547646,3191.079535,2812.766329,3877.474844
500g,2573.617344,3827.195357,1472.525906,1984.491143,2987.69491,1372.503154,3231.208097,2242.379748,2362.250095,1483.630463,1668.699407,3225.634687,2758.430293,2455.277823,2018.900282,2280.619105,2290.02678,1691.122994,3235.091947,2699.829839,2210.563095,1858.430588,2506.718083,2267.123881,2780.389882
F,,,,,,,,,,,,,,,,,,,,,,,,,
200g,2.412,2.211,2.412,2.01,2.01,3.216,3.216,2.412,2.01,2.211,2.01,2.412,2.211,2.01,2.211,2.211,2.01,2.211,2.01,2.01,2.01,2.211,2.211,2.01,2.01
500g,5.628,6.03,4.422,6.633,7.437,5.829,7.236,5.427,6.231,7.638,5.427,6.432,5.226,5.628,5.628,4.824,5.025,4.824,5.628,6.633,5.427,5.025,7.035,6.834,6.03
