Sensor,k,alpha
1,1531.6737999885524,-0.16645406447987401
2,1441.1626879035844,-0.19977271985496084
3,4952.925908452468,-0.5226851628215011
4,1332.2314870455798,-0.16175545094247326
5,2285.1870864063035,-0.3039785222456907
6,2209.3643609221945,-0.14868211442972432
7,1589.5834312190739,-0.20692892097039622
8,1617.3373665604065,-0.19133759540088663
9,1252.233807072616,-0.2081073488645184
10,2166.5598098875653,-0.34007262033334834
11,1148.8559446103447,-0.11327777585995405
12,1210.9508692445263,-0.07526224485776206
13,1462.477215663255,-0.17087630170458132
14,2996.711342431424,-0.2830182986527379
15,1521.9539487916304,-0.2926119643175789
16,2394.5869461308903,-0.3484905159394151
17,2378.714985799116,-0.34817543683133784
18,2446.657961525927,-0.3013067766114315
19,3500.145125839987,-0.3302933034155921
20,1410.3067687168016,-0.15392704274544886
21,2113.1305684968206,-0.2763221590980452
22,2557.187007674015,-0.42476602239797273
23,3132.7898058334094,-0.25602848088777236
24,2306.213901249255,-0.2946207217830057
25,1897.191655746531,-0.30681833666964764
26,1951.8301040950646,-0.26584300148600326
27,2161.897636443002,-0.35980462674901653
28,3500.8233639758064,-0.4261971705554253
29,2697.6416644389706,-0.3301141629047556
30,1305.1389319861228,-0.18709330212158737
31,1563.3950685824327,-0.14453112360212028
32,1875.378756038813,-0.29125737181252975
33,2429.0407445199203,-0.2432265699489422
34,1268.0552214510806,-0.15296290780198132
35,1406.3490056495818,-0.16585329607449117
