,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
R,,,,,,,,,,,,,,,,,,,,,,,,,
100g,5330.919923,7385.642233,2045.767583,3115.548582,5715.832059,2697.714533,7972.475059,4320.440119,3758.426928,4142.484861,2769.414623,6545.267401,5016.626746,5425.181129,3955.923036,3247.693562,4963.33606,3300.36131,6902.02379,5373.997324,3422.283411,3519.593895,4428.21282,4171.01796,5299.785577
500g,2573.617344,3827.195357,1472.525906,1984.491143,2987.69491,1372.503154,3231.208097,2242.379748,2362.250095,1483.630463,1668.699407,3225.634687,2758.430293,2455.277823,2018.900282,2280.619105,2290.02678,1691.122994,3235.091947,2699.829839,2210.563095,1858.430588,2506.718083,2267.123881,2780.389882
F,,,,,,,,,,,,,,,,,,,,,,,,,
100g,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009
500g,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948
