,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
R,,,,,,,,,,,,,,,,,,,,,,,,,
200g,3741.081835,4892.777062,1524.334361,2640.815433,3779.612641,1843.969122,4649.696246,2714.764942,2782.211396,2228.242962,2156.16287,4348.796688,3468.919404,2806.422546,2573.582484,2665.4503,2712.492891,1941.975756,4352.283473,3708.691793,2818.169488,2367.589611,3240.810689,2709.195363,4037.88724
1kg,2327.706333,3624.46261,1003.997494,1793.483031,2221.825147,1290.348991,2692.583474,1780.633554,1979.530066,1219.063779,1433.591215,2915.700222,2532.848821,1751.806273,1637.599799,1993.865141,1777.28904,1437.956168,2772.839415,2035.955313,2275.61084,1662.634179,1993.062691,1944.132175,2571.076695
F,,,,,,,,,,,,,,,,,,,,,,,,,
200g,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999
1kg,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877
