,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
R,,,,,,,,,,,,,,,,,,,,,,,,,
204g,3741.081835,4892.777062,1524.334361,2640.815433,3779.612641,1843.969122,4649.696246,2714.764942,2782.211396,2228.242962,2156.16287,4348.796688,3468.919404,2806.422546,2573.582484,2665.4503,2712.492891,1941.975756,4352.283473,3708.691793,2818.169488,2367.589611,3240.810689,2709.195363,4037.88724
505g,2640.823782,3795.998615,1171.888399,1909.128212,2535.986168,1417.920379,2940.981899,2127.55112,2515.876063,1507.014422,1495.109861,3160.164161,3049.781712,2088.626585,2149.262244,2198.983566,2040.548619,1733.082723,3728.748653,2668.947977,2299.911039,1868.701787,2390.892153,2094.60302,2901.13751
F,,,,,,,,,,,,,,,,,,,,,,,,,
204g,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999
505g,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948
