,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
R,,,,,,,,,,,,,,,,,,,,,,,,,
100g,5330.919923,7385.642233,2045.767583,3115.548582,5715.832059,2697.714533,7972.475059,4320.440119,3758.426928,4142.484861,2769.414623,6545.267401,5016.626746,5425.181129,3955.923036,3247.693562,4963.33606,3300.36131,6902.02379,5373.997324,3422.283411,3519.593895,4428.21282,4171.01796,5299.785577
1kg,2327.706333,3624.46261,1003.997494,1793.483031,2221.825147,1290.348991,2692.583474,1780.633554,1979.530066,1219.063779,1433.591215,2915.700222,2532.848821,1751.806273,1637.599799,1993.865141,1777.28904,1437.956168,2772.839415,2035.955313,2275.61084,1662.634179,1993.062691,1944.132175,2571.076695
F,,,,,,,,,,,,,,,,,,,,,,,,,
100g,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009
1kg,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877
