0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1.780009247,2.119312418,1.256807833,1.754124386,1.691650094,1.273842604,1.538916207,1.794148182,2.148226102,1.74479129,2.038149111,1.837638395,1.802502055,1.288628673,2.542083968,1.779376146,1.683400602,1.51303596,1.229030165,1.884356735,1.687283505,1.872050935,1.140475575,1.49391977,1.871465,1.605625488,1.870963836,1.34522625,1.51634582,2.235894309,1.693106304,1.912086538,1.365250111,2.145975288,1.882802296
1062.663606,863.1601182,1651.12941,1081.737481,1130.721482,1621.886984,1271.480474,1052.526339,849.568579,1088.783838,903.7457946,1022.522771,1046.627205,1597.331762,699.5252298,1063.122093,1137.523199,1298.878678,1701.143604,992.1412651,1134.311576,999.9673507,1882.976453,1319.886543,1000.343066,1205.91316,1000.664649,1509.833882,1295.309017,810.8553535,1129.529273,974.9472685,1481.12968,850.6112431,993.1230707
1.8736025,2.080604556,1.367670826,2.035138283,1.708430625,1.249878596,1.796771818,1.59638625,1.679806308,1.638554833,1.917226852,1.818718354,1.809490854,1.248455385,2.081157963,1.690727313,1.659099067,1.454044079,1.12301,1.635950727,1.658273671,1.846613733,1.135123896,1.530594865,1.788366056,1.739735686,1.926581235,1.357549032,1.447440923,2.21226486,1.749993719,2.001264615,1.36247012,2.103868636,1.860576446
998.9738106,882.0513297,1477.733364,905.3249037,1117.133907,1663.328288,1050.666494,1214.587901,1140.51236,1175.978528,971.8252583,1035.362711,1041.74259,1665.856191,881.7754167,1131.478273,1158.044006,1365.971795,1923.527453,1178.291584,1158.753999,1016.542447,1895.218943,1280.162952,1056.648514,1092.639215,966.1948043,1492.039065,1373.915603,820.9381929,1084.844794,923.4787645,1485.049379,870.5995341,1007.37681
1.865000734,2.080202857,1.220270145,2.10713843,1.693677981,1.286715,1.991772062,1.722229844,2.254716389,1.834372436,1.974665224,1.803054861,1.821362895,1.272013086,2.282676154,1.756505976,1.691722785,1.476873462,1.164800125,1.974616667,1.573733667,1.555883793,1.117580548,1.409043729,1.826137654,1.694049,1.886935728,1.3140695,1.426143875,2.036202576,1.702637664,1.909615841,1.363692195,2.062998261,1.869074098
1004.50693,882.2517132,1717.550674,869.0137619,1129.061924,1600.467829,928.6974319,1106.202657,802.9993513,1024.716399,938.2526185,1046.23917,1033.548662,1624.977849,791.6064732,1079.953996,1130.661911,1339.201254,1829.268025,938.2800204,1236.394051,1254.136446,1936.491644,1422.00348,1030.289416,1128.758821,990.516611,1556.778247,1400.178231,904.7660768,1121.787537,976.4550152,1483.32374,890.9203595,1001.879102
1.598329918,1.559656154,0.670294203,1.506492615,1.080397857,0.899782414,1.140919683,1.510285079,1.82533386,1.354004348,1.763261746,1.653361507,1.41285339,0.920225161,1.791912125,1.551816486,1.414574412,1.251696027,1.012483529,1.425654516,1.535220507,1.59036446,1.015069474,1.260806283,1.4886856,1.449117753,1.594190465,1.091961184,1.175177013,1.808582202,1.533357927,1.414023559,1.099258644,1.72482,1.638540588
1212.752637,1250.344492,4353.96383,1305.993842,2030.19827,2654.043339,1881.967617,1301.86049,1030.836646,1497.114674,1074.9267,1162.997441,1417.082433,2564.839634,1054.116642,1258.250731,1414.870492,1660.111307,2227.033091,1400.793493,1275.321981,1220.309269,2218.84189,1644.171237,1325.757705,1371.889583,1216.667915,2000.099533,1807.277043,1042.375085,1277.266857,1415.577722,1981.559697,1104.174629,1175.991156
1.5247825,1.644212459,0.713207727,1.41588,1.33442791,1.053756207,1.409910702,1.46590431,1.735071091,1.310798636,1.789515469,1.632769091,1.531202787,0.949704107,1.942249524,1.597426082,1.519638778,1.271497714,0.998151017,1.588158462,1.481787937,1.485084,1.053145862,1.35670634,1.527368605,1.375801642,1.546124211,1.078462424,1.229458721,1.849732673,1.476255424,1.62473,1.176726269,1.900613243,1.661990988
1286.298244,1170.984395,3888.260106,1413.197087,1525.779944,2103.116881,1420.880585,1351.93186,1096.220709,1561.876381,1055.826509,1181.130003,1279.524634,2446.275604,956.9087291,1213.605373,1291.777002,1625.850668,2273.551975,1222.418725,1333.575045,1329.828043,2104.848829,1493.242589,1283.561213,1466.438797,1264.054288,2035.324826,1700.34898,1014.480623,1339.91216,1188.363182,1804.039101,981.9885404,1155.56327
