最大値 = 449.5,3.462
最小値 = 1.0,1.819
平均値 = 100.32,
単位 = N,mm
データ数 = 510,
記録レート = 0.1,
ファイル作成日時 = 2025/04/01 15:17:55,
コメント = ,
マーク点 ON = ---,---
マーク点 OFF = ---,---
しきい値 = ---,
1st ピーク荷重 = ---,---
2nd ピーク荷重 = ---,---
1.0,1.819
1.0,1.822
1.0,1.825
1.0,1.829
1.0,1.832
1.0,1.835
1.1,1.838
1.1,1.842
1.1,1.845
1.1,1.848
1.2,1.852
1.2,1.855
1.2,1.859
1.2,1.862
1.2,1.865
1.3,1.869
1.3,1.872
1.3,1.875
1.3,1.879
1.4,1.882
1.4,1.886
1.4,1.889
1.4,1.892
1.5,1.896
1.5,1.899
1.5,1.902
1.6,1.906
1.6,1.909
1.6,1.913
1.6,1.916
1.7,1.919
1.7,1.923
1.7,1.926
1.8,1.929
1.8,1.932
1.8,1.936
1.9,1.939
1.9,1.942
1.9,1.946
2.0,1.949
2.0,1.952
2.0,1.956
2.1,1.959
2.1,1.962
2.1,1.966
2.2,1.969
2.2,1.972
2.2,1.975
2.3,1.978
2.3,1.982
2.3,1.985
2.4,1.988
2.4,1.991
2.5,1.994
2.5,1.998
2.5,2.001
2.6,2.004
2.6,2.007
2.7,2.011
2.7,2.014
2.8,2.017
2.8,2.021
2.8,2.024
2.9,2.027
2.9,2.031
3.0,2.034
3.0,2.037
3.1,2.041
3.1,2.044
3.2,2.047
3.2,2.051
3.3,2.054
3.3,2.057
3.4,2.061
3.4,2.064
3.5,2.067
3.5,2.071
3.6,2.074
3.6,2.077
3.7,2.081
3.7,2.084
3.8,2.088
3.9,2.091
3.9,2.094
4.0,2.098
4.0,2.101
4.1,2.104
4.1,2.108
4.2,2.111
4.3,2.115
4.3,2.118
4.4,2.121
4.5,2.125
4.5,2.128
4.6,2.131
4.7,2.135
4.7,2.138
4.8,2.141
4.9,2.144
4.9,2.147
5.0,2.151
5.1,2.154
5.2,2.157
5.2,2.161
5.3,2.164
5.4,2.167
5.5,2.170
5.5,2.174
5.6,2.177
5.7,2.180
5.8,2.183
5.9,2.186
5.9,2.190
6.0,2.193
6.1,2.196
6.2,2.199
6.3,2.203
6.4,2.206
6.5,2.209
6.6,2.213
6.6,2.216
6.7,2.219
6.8,2.222
6.9,2.226
7.0,2.229
7.1,2.232
7.2,2.236
7.3,2.239
7.4,2.242
7.5,2.246
7.6,2.249
7.7,2.252
7.8,2.256
7.9,2.259
8.0,2.263
8.1,2.266
8.3,2.269
8.4,2.273
8.5,2.276
8.6,2.279
8.7,2.283
8.8,2.286
8.9,2.289
9.0,2.293
9.2,2.296
9.3,2.299
9.4,2.303
