最大値 = 449.8,3.205
最小値 = 1.0,1.356
平均値 = 114.07,
単位 = N,mm
データ数 = 572,
記録レート = 0.1,
ファイル作成日時 = 2025/04/01 15:14:42,
コメント = ,
マーク点 ON = ---,---
マーク点 OFF = ---,---
しきい値 = ---,
1st ピーク荷重 = ---,---
2nd ピーク荷重 = ---,---
1.0,1.356
1.0,1.360
1.0,1.363
1.0,1.366
1.1,1.369
1.1,1.373
1.1,1.376
1.2,1.379
1.2,1.382
1.2,1.386
1.3,1.389
1.3,1.392
1.3,1.395
1.4,1.399
1.4,1.402
1.4,1.405
1.5,1.409
1.5,1.412
1.5,1.415
1.6,1.418
1.6,1.422
1.7,1.425
1.7,1.428
1.7,1.432
1.8,1.435
1.8,1.438
1.9,1.442
1.9,1.445
2.0,1.449
2.0,1.452
2.1,1.455
2.1,1.459
2.2,1.462
2.2,1.466
2.3,1.469
2.3,1.472
2.4,1.476
2.4,1.479
2.5,1.482
2.5,1.486
2.6,1.489
2.6,1.492
2.7,1.496
2.8,1.499
2.8,1.502
2.9,1.506
2.9,1.509
3.0,1.512
3.1,1.516
3.1,1.519
3.2,1.522
3.3,1.526
3.3,1.529
3.4,1.532
3.5,1.535
3.5,1.539
3.6,1.542
3.7,1.545
3.7,1.548
3.8,1.552
3.9,1.555
4.0,1.558
4.0,1.562
4.1,1.565
4.2,1.568
4.3,1.571
4.4,1.574
4.4,1.578
4.5,1.581
4.6,1.584
4.7,1.587
4.8,1.590
4.9,1.594
4.9,1.597
5.0,1.600
5.1,1.604
5.2,1.607
5.3,1.610
5.4,1.614
5.5,1.617
5.6,1.620
5.7,1.624
5.8,1.627
5.9,1.630
6.0,1.634
6.1,1.637
6.2,1.640
6.3,1.644
6.4,1.647
6.5,1.650
6.6,1.654
6.7,1.657
6.8,1.660
6.9,1.664
7.0,1.667
7.2,1.670
7.3,1.674
7.4,1.677
7.5,1.680
7.6,1.683
7.7,1.687
7.8,1.690
8.0,1.694
8.1,1.697
8.2,1.700
8.3,1.704
8.5,1.707
8.6,1.710
8.7,1.714
8.9,1.717
9.0,1.720
9.1,1.724
9.3,1.727
9.4,1.730
9.5,1.734
9.7,1.737
9.8,1.740
9.9,1.743
10.1,1.747
10.2,1.750
10.4,1.753
10.5,1.757
10.7,1.760
10.8,1.763
11.0,1.766
11.1,1.770
11.3,1.773
11.4,1.776
11.6,1.779
11.8,1.783
11.9,1.786
12.1,1.789
12.2,1.792
12.4,1.796
12.6,1.799
12.7,1.802
12.9,1.806
13.1,1.809
13.2,1.812
13.4,1.815
13.6,1.819
13.7,1.822
13.9,1.825
14.1,1.828
14.5,1.832
14.5,1.835
14.7,1.838
15.0,1.842
15.0,1.845
15.3,1.848
15.5,1.852
15.7,1.855
15.8,1.859
16.0,1.862
16.2,1.865
16.3,1.869
16.5,1.872
16.7,1.876
17.0,1.879
17.1,1.883
17.3,1.886
17.5,1.890
17.7,1.893
17.9,1.896
18.0,1.900
18.2,1.903
18.5,1.907
18.7,1.910
18.9,1.914
19.1,1.917
19.2,1.921
19.4,1.924
19.6,1.927
19.9,1.931
20.1,1.934
20.3,1.937
20.5,1.941
20.8,1.944
21.0,1.947
21.2,1.950
21.6,1.954
21.7,1.957
22.0,1.960
22.4,1.964
22.6,1.967
22.8,1.970
23.1,1.973
23.3,1.976
23.6,1.979
23.8,1.983
24.1,1.986
24.2,1.989
24.7,1.992
24.9,1.995
25.1,1.998
25.4,2.002
25.7,2.005
25.9,2.008
26.2,2.011
26.5,2.014
26.7,2.018
27.0,2.021
27.3,2.024
27.6,2.027
27.8,2.031
28.2,2.034
28.4,2.037
28.8,2.040
29.0,2.044
29.4,2.047
29.6,2.050
30.0,2.054
30.3,2.057
30.5,2.060
30.9,2.063
31.2,2.067
31.5,2.070
31.8,2.073
32.1,2.077
32.4,2.080
32.7,2.083
33.0,2.087
33.3,2.090
33.7,2.093
34.0,2.097
34.3,2.100
34.7,2.103
35.1,2.107
35.3,2.110
35.7,2.113
36.1,2.117
36.4,2.120
36.7,2.123
37.1,2.126
37.5,2.130
37.8,2.133
38.2,2.136
38.6,2.139
39.0,2.142
39.4,2.145
39.7,2.149
40.1,2.152
40.5,2.155
40.8,2.158
41.2,2.161
41.6,2.164
42.0,2.168
42.4,2.171
42.9,2.174
43.3,2.177
43.6,2.180
44.0,2.183
44.5,2.186
44.9,2.189
45.3,2.192
45.7,2.196
46.1,2.199
46.5,2.202
47.0,2.205
47.4,2.208
47.8,2.212
48.3,2.215
48.7,2.218
49.2,2.221
49.7,2.224
50.1,2.227
50.6,2.230
51.0,2.234
51.5,2.237
52.0,2.240
52.4,2.243
52.9,2.247
53.5,2.250
53.9,2.253
54.3,2.257
54.9,2.260
55.4,2.263
55.8,2.266
56.4,2.269
56.9,2.273
57.3,2.276
57.8,2.279
58.3,2.282
58.9,2.286
59.4,2.289
59.9,2.292
60.5,2.295
61.0,2.299
61.5,2.302
62.1,2.305
62.6,2.308
63.1,2.311
63.7,2.315
64.3,2.318
64.8,2.321
65.4,2.324
65.9,2.327
66.5,2.330
67.1,2.334
67.7,2.337
68.3,2.340
68.8,2.343
69.4,2.346
70.0,2.349
70.6,2.353
71.1,2.356
71.8,2.359
72.4,2.362
73.0,2.365
73.6,2.368
74.3,2.372
74.9,2.375
75.5,2.378
76.2,2.381
76.8,2.384
77.5,2.387
78.1,2.390
78.7,2.393
79.4,2.397
80.1,2.400
80.7,2.403
81.4,2.406
82.1,2.409
82.7,2.412
83.3,2.416
84.1,2.419
84.8,2.422
85.4,2.425
86.2,2.429
86.9,2.432
87.5,2.435
88.3,2.438
89.0,2.442
89.8,2.445
90.5,2.448
91.3,2.451
91.9,2.455
92.7,2.458
93.5,2.461
94.2,2.464
94.9,2.467
95.7,2.471
96.4,2.474
97.2,2.477
97.9,2.480
98.7,2.484
99.5,2.487
100.3,2.490
101.1,2.494
101.9,2.497
102.8,2.500
103.5,2.503
104.3,2.507
105.1,2.510
105.9,2.513
106.7,2.516
107.6,2.520
108.5,2.523
109.3,2.526
110.2,2.529
111.0,2.532
111.8,2.536
112.8,2.539
113.6,2.542
114.4,2.545
115.4,2.548
116.3,2.552
117.1,2.555
118.0,2.558
119.0,2.561
119.8,2.564
120.7,2.568
121.7,2.571
122.6,2.574
123.5,2.577
124.5,2.580
125.3,2.583
126.4,2.587
127.3,2.590
128.3,2.593
129.3,2.596
130.4,2.599
131.3,2.603
132.2,2.606
133.3,2.609
134.3,2.612
135.3,2.615
136.4,2.619
137.3,2.622
138.4,2.625
139.4,2.628
140.4,2.631
141.5,2.634
142.6,2.638
143.6,2.641
144.6,2.644
145.8,2.647
146.8,2.650
147.9,2.654
149.0,2.657
150.2,2.660
151.2,2.663
152.3,2.667
153.5,2.670
154.5,2.673
155.8,2.676
156.9,2.680
158.1,2.683
159.3,2.686
160.4,2.690
161.6,2.693
162.8,2.696
164.0,2.699
165.1,2.703
166.4,2.706
167.6,2.709
168.7,2.712
170.0,2.716
