最大値 = 447.6,3.223
最小値 = 1.0,1.329
平均値 = 107.10,
単位 = N,mm
データ数 = 586,
記録レート = 0.1,
ファイル作成日時 = 2025/04/01 15:05:08,
コメント = ,
マーク点 ON = ---,---
マーク点 OFF = ---,---
しきい値 = ---,
1st ピーク荷重 = ---,---
2nd ピーク荷重 = ---,---
1.0,1.329
1.0,1.333
1.0,1.336
1.0,1.339
1.0,1.342
1.1,1.346
1.1,1.349
1.1,1.352
1.1,1.355
1.2,1.359
1.2,1.362
1.2,1.365
1.2,1.369
1.3,1.372
1.3,1.375
1.3,1.378
1.4,1.381
1.4,1.385
1.4,1.388
1.4,1.391
1.5,1.394
1.5,1.398
1.5,1.401
1.6,1.404
1.6,1.408
1.7,1.411
1.7,1.414
1.7,1.417
1.8,1.421
1.8,1.424
1.8,1.427
1.9,1.431
1.9,1.434
1.9,1.437
2.0,1.441
2.0,1.444
2.1,1.447
2.1,1.451
2.2,1.455
2.2,1.458
2.2,1.461
2.3,1.465
2.3,1.468
2.4,1.471
2.4,1.475
2.5,1.478
2.5,1.481
2.6,1.485
2.6,1.488
2.7,1.492
2.7,1.495
2.8,1.498
2.8,1.502
2.9,1.505
2.9,1.508
3.0,1.512
3.0,1.515
3.1,1.518
3.1,1.522
3.2,1.525
3.2,1.528
3.3,1.531
3.4,1.535
3.4,1.538
3.5,1.541
3.5,1.545
3.6,1.548
3.7,1.551
3.7,1.555
3.8,1.558
3.8,1.561
3.9,1.564
4.0,1.568
4.0,1.571
4.1,1.574
4.2,1.577
4.2,1.580
4.3,1.583
4.4,1.587
4.4,1.590
4.5,1.593
4.6,1.597
4.7,1.600
4.7,1.603
4.8,1.607
4.9,1.610
5.0,1.613
5.0,1.617
5.1,1.620
5.2,1.623
5.3,1.626
5.3,1.630
5.4,1.633
5.5,1.636
5.6,1.640
5.7,1.643
5.8,1.646
5.9,1.650
5.9,1.653
6.0,1.657
6.1,1.660
6.2,1.663
6.3,1.666
6.4,1.670
6.5,1.673
6.6,1.676
6.7,1.680
6.8,1.683
6.9,1.686
7.0,1.690
7.1,1.693
7.2,1.696
7.3,1.700
7.4,1.703
7.5,1.706
7.6,1.710
7.7,1.713
7.8,1.717
8.0,1.720
8.1,1.723
8.2,1.726
8.3,1.730
8.4,1.733
8.5,1.736
8.7,1.739
8.8,1.743
8.9,1.746
9.0,1.749
9.1,1.753
9.3,1.756
9.4,1.759
9.5,1.762
9.6,1.766
9.8,1.769
9.9,1.772
10.0,1.775
10.1,1.778
10.3,1.782
10.4,1.785
10.5,1.788
10.7,1.792
10.8,1.795
11.0,1.798
11.1,1.801
11.2,1.805
11.4,1.808
11.5,1.811
11.7,1.814
11.8,1.818
12.0,1.821
12.1,1.824
12.3,1.827
12.4,1.831
12.6,1.834
12.7,1.837
12.9,1.840
13.0,1.844
13.2,1.847
13.3,1.850
13.5,1.854
13.7,1.857
13.8,1.860
14.0,1.864
14.2,1.867
14.3,1.871
14.5,1.874
14.7,1.877
14.8,1.881
15.0,1.884
15.2,1.887
15.3,1.891
15.5,1.894
15.7,1.897
15.9,1.901
16.2,1.904
16.4,1.908
16.5,1.911
16.7,1.914
16.9,1.918
17.1,1.921
17.2,1.925
17.4,1.928
17.7,1.931
17.9,1.935
18.0,1.938
18.2,1.942
18.4,1.945
18.6,1.948
18.7,1.952
18.9,1.955
19.1,1.959
19.3,1.962
19.4,1.966
19.6,1.969
19.9,1.972
20.1,1.976
20.3,1.979
20.5,1.982
20.6,1.985
20.9,1.989
21.1,1.992
21.3,1.995
21.6,1.998
21.8,2.001
22.0,2.005
22.3,2.008
22.5,2.011
22.7,2.014
23.0,2.018
23.2,2.021
23.5,2.024
23.7,2.027
24.0,2.031
24.2,2.034
24.5,2.037
24.7,2.040
25.0,2.044
25.2,2.047
25.5,2.050
25.8,2.054
26.0,2.057
26.4,2.060
26.6,2.063
26.9,2.067
27.1,2.070
27.4,2.073
27.7,2.077
28.0,2.080
28.2,2.083
28.5,2.086
28.8,2.090
29.1,2.093
29.4,2.097
29.7,2.100
30.0,2.103
30.3,2.107
30.6,2.110
30.9,2.113
31.2,2.117
31.5,2.120
31.8,2.123
32.1,2.127
32.4,2.130
32.7,2.133
33.0,2.136
33.4,2.140
33.7,2.143
34.0,2.146
34.3,2.149
34.7,2.152
35.0,2.155
35.3,2.159
35.7,2.162
36.0,2.165
36.4,2.168
36.6,2.171
37.0,2.174
37.4,2.177
37.7,2.181
38.1,2.184
38.5,2.187
38.9,2.190
39.2,2.193
39.6,2.196
40.0,2.199
40.3,2.203
40.7,2.206
41.1,2.209
41.5,2.212
41.9,2.215
42.3,2.219
42.7,2.222
43.1,2.225
43.4,2.228
43.9,2.231
44.2,2.234
44.6,2.238
45.2,2.241
45.5,2.244
46.0,2.247
46.4,2.251
46.8,2.254
47.3,2.257
47.7,2.261
48.1,2.264
48.5,2.267
49.0,2.270
49.4,2.273
49.9,2.277
50.3,2.280
50.8,2.283
51.3,2.286
51.7,2.290
52.1,2.293
52.7,2.296
53.1,2.300
53.7,2.303
54.0,2.306
54.6,2.309
55.0,2.312
55.6,2.315
56.1,2.319
56.5,2.322
57.0,2.325
57.5,2.328
58.0,2.331
58.5,2.334
59.0,2.337
59.5,2.340
60.1,2.344
60.7,2.347
61.1,2.350
61.6,2.353
62.2,2.356
62.7,2.360
63.3,2.363
63.9,2.366
64.4,2.369
65.0,2.372
65.6,2.375
66.2,2.378
66.7,2.381
67.2,2.385
67.9,2.388
68.4,2.391
69.1,2.394
69.7,2.397
70.2,2.400
70.8,2.403
71.4,2.407
72.0,2.410
72.6,2.413
73.3,2.416
73.8,2.419
74.5,2.423
75.1,2.426
75.8,2.429
76.4,2.432
77.0,2.436
77.7,2.439
78.5,2.442
79.1,2.445
79.7,2.448
80.3,2.452
81.0,2.455
81.7,2.458
82.4,2.461
83.1,2.465
83.7,2.468
84.5,2.471
85.1,2.474
85.9,2.477
86.6,2.481
87.3,2.484
88.0,2.487
88.7,2.491
89.4,2.494
90.2,2.497
90.9,2.500
91.7,2.504
92.4,2.507
93.2,2.510
93.9,2.513
94.7,2.517
95.4,2.520
96.2,2.523
97.0,2.526
97.8,2.529
98.6,2.533
99.3,2.536
100.2,2.539
101.0,2.542
101.8,2.545
102.6,2.549
103.4,2.552
104.2,2.555
105.1,2.558
105.9,2.561
106.7,2.565
107.6,2.568
108.4,2.571
109.3,2.574
110.2,2.577
111.0,2.580
111.9,2.583
112.8,2.586
113.7,2.590
114.6,2.593
115.5,2.596
116.4,2.599
117.4,2.602
118.3,2.606
119.2,2.609
120.1,2.612
121.1,2.615
122.0,2.618
122.9,2.621
123.9,2.625
124.8,2.628
125.9,2.631
126.8,2.634
127.8,2.637
128.8,2.640
129.8,2.644
130.8,2.647
131.7,2.650
132.8,2.653
133.8,2.656
134.8,2.660
135.8,2.663
136.9,2.666
138.0,2.669
139.0,2.673
140.1,2.676
141.2,2.679
142.3,2.682
143.4,2.686
144.4,2.689
145.6,2.692
