最大値 = 448.5,3.473
最小値 = 1.0,1.807
平均値 = 100.69,
単位 = N,mm
データ数 = 517,
記録レート = 0.1,
ファイル作成日時 = 2025/04/01 15:07:55,
コメント = ,
マーク点 ON = ---,---
マーク点 OFF = ---,---
しきい値 = ---,
1st ピーク荷重 = ---,---
2nd ピーク荷重 = ---,---
1.0,1.807
1.0,1.810
1.0,1.813
1.0,1.816
1.0,1.820
1.0,1.823
1.1,1.826
1.1,1.830
1.1,1.833
1.1,1.836
1.1,1.839
1.1,1.843
1.2,1.846
1.2,1.850
1.2,1.853
1.2,1.856
1.3,1.860
1.3,1.863
1.3,1.866
1.3,1.870
1.3,1.873
1.4,1.876
1.4,1.880
1.4,1.883
1.4,1.886
1.5,1.890
1.5,1.893
1.5,1.897
1.5,1.900
1.6,1.903
1.6,1.907
1.6,1.910
1.6,1.913
1.7,1.917
1.7,1.920
1.7,1.923
1.7,1.927
1.8,1.930
1.8,1.933
1.8,1.936
1.9,1.940
1.9,1.943
1.9,1.946
2.0,1.950
2.0,1.953
2.0,1.956
2.1,1.960
2.1,1.963
2.1,1.966
2.1,1.969
2.2,1.973
2.2,1.976
2.2,1.979
2.3,1.982
2.3,1.985
2.4,1.989
2.4,1.992
2.4,1.995
2.5,1.998
2.5,2.002
2.5,2.005
2.6,2.008
2.6,2.011
2.7,2.015
2.7,2.018
2.7,2.021
2.8,2.025
2.8,2.028
2.9,2.031
2.9,2.034
3.0,2.038
3.0,2.041
3.0,2.044
3.1,2.048
3.1,2.051
3.2,2.055
3.2,2.058
3.3,2.061
3.3,2.065
3.4,2.068
3.4,2.071
3.5,2.075
3.5,2.078
3.6,2.081
3.6,2.085
3.7,2.088
3.7,2.091
3.8,2.095
3.8,2.098
3.9,2.102
3.9,2.105
4.0,2.109
4.0,2.112
4.1,2.115
4.2,2.119
4.2,2.122
4.3,2.125
4.3,2.129
4.4,2.132
4.5,2.135
4.5,2.138
4.6,2.142
4.6,2.145
4.7,2.148
4.8,2.151
4.8,2.155
4.9,2.158
5.0,2.161
5.0,2.164
5.1,2.168
5.2,2.171
5.2,2.174
5.3,2.177
5.4,2.180
5.5,2.184
5.5,2.187
5.6,2.190
5.7,2.193
5.8,2.197
5.8,2.200
5.9,2.203
6.0,2.207
6.1,2.210
6.2,2.213
6.2,2.216
6.3,2.220
6.4,2.223
6.5,2.226
6.6,2.230
6.7,2.233
6.8,2.236
6.9,2.240
6.9,2.243
7.0,2.246
7.1,2.250
7.2,2.253
7.3,2.256
7.4,2.260
7.5,2.263
7.6,2.267
7.7,2.270
7.8,2.273
7.9,2.277
8.0,2.280
8.1,2.283
8.2,2.287
8.3,2.290
8.4,2.294
8.5,2.297
8.7,2.300
8.8,2.304
8.9,2.307
9.0,2.310
9.1,2.314
9.2,2.317
9.3,2.320
9.5,2.324
9.6,2.327
9.7,2.330
9.8,2.333
10.0,2.337
10.1,2.340
10.2,2.343
10.3,2.346
10.5,2.350
10.6,2.353
10.7,2.356
10.9,2.360
11.0,2.363
11.2,2.366
11.3,2.369
11.5,2.373
11.6,2.376
11.7,2.379
11.9,2.382
12.0,2.385
12.2,2.389
12.3,2.392
12.5,2.395
12.6,2.399
12.8,2.402
13.0,2.405
13.1,2.409
13.3,2.412
13.4,2.415
13.6,2.419
13.8,2.422
13.9,2.426
14.1,2.429
14.2,2.433
14.4,2.436
14.6,2.439
14.8,2.443
14.9,2.446
15.1,2.450
15.5,2.453
15.6,2.457
15.8,2.460
16.0,2.464
16.2,2.467
16.3,2.470
16.5,2.474
16.8,2.477
17.0,2.480
17.3,2.483
17.5,2.487
17.7,2.490
18.0,2.493
18.2,2.497
18.5,2.500
18.6,2.503
18.8,2.507
19.1,2.510
19.3,2.513
19.6,2.517
19.8,2.520
20.1,2.523
20.3,2.526
20.6,2.529
21.0,2.533
21.2,2.536
21.5,2.539
21.7,2.542
22.0,2.545
22.2,2.549
22.5,2.552
22.8,2.555
23.0,2.558
23.4,2.562
23.6,2.565
24.0,2.568
24.2,2.571
24.6,2.574
24.9,2.578
25.2,2.581
25.5,2.584
25.8,2.587
26.2,2.590
26.4,2.593
26.8,2.597
27.2,2.600
27.5,2.603
27.8,2.606
28.2,2.609
28.6,2.613
29.0,2.616
29.3,2.619
29.7,2.622
30.1,2.625
30.5,2.628
30.8,2.631
31.2,2.635
31.6,2.638
32.0,2.641
32.5,2.644
32.9,2.647
33.3,2.650
33.7,2.654
34.1,2.657
34.5,2.660
34.9,2.663
35.5,2.666
35.9,2.669
36.4,2.673
36.8,2.676
37.3,2.679
37.8,2.682
38.2,2.685
38.8,2.689
39.3,2.692
39.8,2.695
40.3,2.698
40.8,2.701
41.4,2.704
41.8,2.708
42.5,2.711
43.0,2.714
43.5,2.717
44.1,2.720
44.7,2.724
45.2,2.727
45.9,2.730
46.4,2.733
47.1,2.736
