,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204g,3662.254057,5643.225453,3736.810025,3595.78189,2324.704096,6605.957743,3685.951223,8727.307341,2124.318673,5026.472909,2782.982353,5841.076235,3466.548428,6649.678863,3413.595241,2770.709333,5762.364681,3221.680467,7514.282726,23630.18498,4521.932757,15103.35597,10374.31759,15140.6928,19049.90505,62212.93592,6535.349873,4175.053519,231858.837,17253.05387,37344.57691,16687.3352,27334.76701,38792.19944,5889.728132
505g,2551.174602,3488.88366,2533.310189,2832.409354,1753.966535,3242.986652,2557.884205,3410.009734,1416.083279,3279.588229,2251.117466,4399.720983,2487.179221,3282.778425,5251.580552,2096.809135,2263.815898,2232.297522,4466.661817,11624.26092,3211.229924,5263.979761,6463.021707,14653.7779,7276.651879,35585.49641,3982.591972,4772.892945,44968.26462,14615.06368,20057.22112,4734.647163,15542.36232,59486.40797,4171.742995
F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204g,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999,1.999
505g,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948
