,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500g,2551.174602,3488.88366,2533.310189,2832.409354,1753.966535,3242.986652,2557.884205,3410.009734,1416.083279,3279.588229,2251.117466,4399.720983,2487.179221,3282.778425,5251.580552,2096.809135,2263.815898,2232.297522,4466.661817,11624.26092,3211.229924,5263.979761,6463.021707,14653.7779,7276.651879,35585.49641,3982.591972,4772.892945,44968.26462,14615.06368,20057.22112,4734.647163,15542.36232,59486.40797,4171.742995
1kg,1985.684532,3139.078982,2163.190552,2387.020615,1522.75689,2599.699433,1935.526241,2483.476514,1284.216801,2771.01077,2141.517503,3880.016412,2306.798555,2995.506331,2689.39619,2004.576255,2082.03331,2478.555522,4532.279406,10562.56275,3326.064669,4653.350715,4897.426823,9593.810697,4922.678087,41596.1171,3514.787719,3843.248871,57944.31811,9970.594794,24168.0363,4682.605377,14868.23435,24482.51015,3065.680613
F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500g,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948
1kg,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877,9.877
