Pressure,Resistance
0.15,32384.119410899428
0.3469387755102041,17909.45397353166
0.5438775510204081,14297.364250338409
0.7408163265306124,13229.64812565915
0.9377551020408164,12336.043041989053
1.1346938775510205,11259.311153941357
1.3316326530612244,10299.495817464956
1.5285714285714285,9730.86330378703
1.7255102040816326,9092.631464798686
1.922448979591837,8569.456934286065
2.119387755102041,8141.31784362392
2.316326530612245,7758.254141897482
2.513265306122449,7435.12227421566
2.710204081632653,7108.564205170112
2.907142857142857,6727.555659667124
3.1040816326530614,6395.473825407528
3.3010204081632657,6108.1002247454535
3.497959183673469,5847.929711494333
3.6948979591836735,5628.4442354903995
3.8918367346938774,5456.006652334577
4.088775510204082,5284.75374940438
4.2857142857142865,5110.999058136575
4.48265306122449,4950.594781912351
4.679591836734694,4804.466757564063
4.876530612244898,4676.946979705653
5.073469387755102,4568.887878905886
5.270408163265307,4481.0646037019205
5.467346938775511,4398.913317275256
5.664285714285715,4329.1826751077715
5.8612244897959185,4255.507496354623
6.058163265306123,4186.262966075337
6.255102040816328,4127.599061012594
6.452040816326531,4077.6785480694048
6.648979591836735,4030.9016350361258
6.845918367346939,3982.14966968499
7.042857142857144,3935.999519498853
7.239795918367347,3894.626406877803
7.436734693877551,3857.309819609316
7.633673469387755,3819.0003568692887
7.83061224489796,3774.681842837155
8.027551020408163,3721.5665476446084
8.224489795918368,3668.7857944203265
8.421428571428573,3621.5299175793893
8.618367346938776,3582.6476943716807
8.81530612244898,3543.765471163971
9.012244897959183,3507.272557297129
9.209183673469388,3478.360847935723
9.406122448979593,3451.0532322278614
9.603061224489796,3423.74561652
9.8,3396.4380008121375
