Pressure,Resistance
,
0.3499999999999999,14997.262269722965
0.5499999999999999,11119.921061965584
0.75,9086.207120831701
0.9499999999999998,7691.562146759082
1.15,5925.350182771496
1.3499999999999999,5189.120713180804
1.5499999999999998,4781.418240259648
1.7499999999999998,4305.819736366554
1.95,3942.396706429497
2.15,3657.8223425606097
2.3499999999999996,3464.0076238276265
2.55,3303.8390133892935
2.7499999999999996,3170.60794855463
2.9499999999999997,3037.062776233248
3.15,2912.9789628780054
3.3499999999999996,2811.9094954206485
3.5499999999999994,2725.5712525252784
3.7499999999999996,2648.8683839930395
3.9499999999999997,2580.943770102924
4.1499999999999995,2517.5318050995543
4.35,2467.1595211821987
4.55,2423.322866416314
4.75,2391.303597198367
4.95,2361.96733028437
5.15,2333.8875773609034
5.349999999999999,2304.870815102037
5.55,2275.6883623148133
5.75,2247.201477873163
5.95,2218.653406938435
6.1499999999999995,2190.1112753750913
6.349999999999999,2164.731819389259
6.55,2141.352149872284
6.75,2119.4264232948326
6.95,2101.810139937763
7.1499999999999995,2086.596171633963
7.349999999999999,2070.6222377625418
7.55,2055.8609648222896
7.75,2041.8328166654667
7.949999999999999,2031.0729782664541
8.149999999999999,2022.6622550661875
8.35,2014.448116899667
8.549999999999999,2007.5136805316497
8.75,2000.0978937420834
8.95,1992.55101323038
9.15,1984.218393003476
9.35,1976.1113912582734
9.549999999999999,1968.2410970927024
9.75,1960.370802927131
9.95,1952.50050876156
