Pressure,Resistance
0.16,135714.91314731716
0.3585714285714286,106342.77617690638
0.5571428571428572,94874.22591654518
0.7557142857142858,77902.36490694377
0.9542857142857143,35626.2744004752
1.152857142857143,21134.258957097747
1.3514285714285714,15476.074523717805
1.55,11670.010744616971
1.7485714285714284,8852.955603837845
1.9471428571428573,7303.8844999893545
2.145714285714286,6318.47280272972
2.3442857142857148,5644.61520569332
2.542857142857143,5102.30752376718
2.7414285714285724,4729.7089724672815
2.94,4465.4758002618655
3.1385714285714292,4300.158293138748
3.3371428571428576,4169.365396847849
3.535714285714286,4047.570707530104
3.734285714285715,3939.374465428025
3.9328571428571433,3846.4200298479914
4.131428571428572,3755.332268052463
4.330000000000001,3666.274594879293
4.528571428571429,3587.2416942032073
4.727142857142858,3504.725615912541
4.925714285714286,3408.529975374096
5.1242857142857146,3313.3152574045903
5.322857142857144,3225.076797768621
5.521428571428572,3139.7761104817077
5.7200000000000015,3066.595795436151
5.918571428571429,2998.582406165087
6.117142857142858,2936.1834802016965
6.315714285714287,2882.7768822743906
6.514285714285715,2831.643012320983
6.7128571428571435,2784.843692049542
6.911428571428572,2741.0893226166704
7.110000000000002,2697.969258242638
7.30857142857143,2660.1546397187763
7.507142857142857,2626.1155078390784
7.705714285714286,2592.576176040418
7.904285714285716,2566.7136558625225
8.102857142857143,2544.2081730844757
8.301428571428572,2521.7026903064293
8.500000000000002,2502.335947297786
8.69857142857143,2486.785938740722
8.897142857142859,2471.235930183658
9.095714285714287,2457.5423993213203
9.294285714285715,2443.749959379136
9.492857142857144,2429.6056885693124
9.691428571428572,2415.4614177594885
9.89,2401.317146949665
