Pressure,Resistance
,
0.34346938775510205,63884.15416486361
0.5369387755102041,57023.8100217074
0.7304081632653062,49738.205804267665
0.9238775510204084,46164.17904140161
1.1173469387755102,43039.93613446592
1.3108163265306123,40412.86462805878
1.5042857142857142,38418.99754272096
1.6977551020408164,36568.912835047515
1.8912244897959185,35656.31629821947
2.0846938775510204,34830.78242715477
2.2781632653061226,34112.04734611355
2.4716326530612247,33380.50019579179
2.665102040816327,32551.06758808244
2.8585714285714285,31902.21276868149
3.0520408163265302,31392.0983439549
3.245510204081633,30774.984372826777
3.4389795918367354,30361.76836477076
3.632448979591837,30013.213312244774
3.825918367346939,29745.439070986027
4.019387755102041,29355.99972494355
4.2128571428571435,28932.047094937792
4.406326530612246,28531.04285799622
4.599795918367348,28142.56624091505
4.79326530612245,27798.372725899437
4.986734693877552,27483.911629321985
5.180204081632654,27175.372611136743
5.373673469387756,26863.14678457836
5.567142857142858,26612.873363263647
5.76061224489796,26396.882007836382
5.954081632653062,26199.219418217184
6.147551020408163,25996.57795168595
6.341020408163266,25772.6881306195
6.534489795918368,25570.00456884516
6.7279591836734705,25396.22420795402
6.9214285714285735,25233.887579793092
7.114897959183675,25067.39952361885
7.308367346938777,24810.786457208636
7.501836734693878,24578.761921354144
7.69530612244898,24369.86460271056
7.8887755102040815,24197.053907644247
8.082244897959184,24019.59605427815
8.275714285714287,23841.744929656725
8.469183673469388,23695.91720275347
8.662653061224491,23550.525710288803
8.856122448979592,23403.709835423477
9.049591836734695,23258.708086763916
9.243061224489797,23114.8270099243
9.4365306122449,22970.945933084688
9.63,22827.06485624507
