Pressure,Resistance
0.15,11094.201919561245
0.3499999999999999,8372.593061804308
0.5499999999999999,7241.205609984037
0.75,6742.2709648342925
0.9499999999999998,6331.786513148797
1.15,5974.3707819039655
1.3499999999999999,5550.3582107577095
1.5499999999999998,5223.5308258162395
1.7499999999999998,4680.621115030983
1.95,4098.9065113033475
2.15,3707.990986615577
2.3499999999999996,3410.3330305502
2.55,3199.1911266847287
2.7499999999999996,3059.4968634947436
2.9499999999999997,2950.286189066191
3.15,2851.804661072111
3.3499999999999996,2752.0296691328817
3.5499999999999994,2702.5856802389258
3.7499999999999996,2639.306596349196
3.9499999999999997,2554.4116360059193
4.1499999999999995,2462.8138679098524
4.35,2398.193053022163
4.55,2352.3170132842356
4.75,2309.5370946221947
4.95,2273.3180429764357
5.15,2241.3236313072557
5.349999999999999,2215.5429253891293
5.55,2191.7125273877577
5.75,2169.6860636514575
5.95,2147.611748743642
6.1499999999999995,2125.579038677801
6.349999999999999,2102.775578966422
6.55,2078.431778780714
6.75,2055.83687097759
6.95,2037.1994027819464
7.1499999999999995,2020.1071743304544
7.349999999999999,2004.8275270085621
7.55,1993.47471513424
7.75,1981.8274129816637
7.949999999999999,1969.919962056697
8.149999999999999,1956.562882274073
8.35,1945.7863822128202
8.549999999999999,1936.6887369412063
8.75,1926.463454169706
8.95,1916.4963708058592
9.15,1907.4030879966215
9.35,1898.409573056515
9.549999999999999,1889.49768637297
9.75,1880.5857996894247
9.95,1871.6739130058802
