Pressure,Resistance
,
0.3499999999999999,8582.969810607194
0.5499999999999999,6429.101975218156
0.75,5388.946589905473
0.9499999999999998,4902.1658064340745
1.15,4669.672045888435
1.3499999999999999,4483.172968783837
1.5499999999999998,4255.702646026935
1.7499999999999998,4019.562083656552
1.95,3853.8600287024165
2.15,3711.6930310309654
2.3499999999999996,3585.9692370940247
2.55,3481.160265090232
2.7499999999999996,3396.277915540882
2.9499999999999997,3334.5086554882514
3.15,3277.5332082414848
3.3499999999999996,3234.908330090902
3.5499999999999994,3197.8485463075035
3.7499999999999996,3163.0630702827634
3.9499999999999997,3131.04804088978
4.1499999999999995,3098.229384795482
4.35,3076.374001449914
4.55,3056.423755529289
4.75,3036.215872142981
4.95,3010.7311620349806
5.15,2975.378822224131
5.349999999999999,2934.733177895732
5.55,2888.2353876009965
5.75,2848.179082672326
5.95,2814.097476555871
6.1499999999999995,2781.8243211247122
6.349999999999999,2753.296569730064
6.55,2727.0814529080603
6.75,2703.475359291237
6.95,2683.0487852030205
7.1499999999999995,2667.2897191546244
7.349999999999999,2653.23775977297
7.55,2638.4701311356935
7.75,2622.216986476739
7.949999999999999,2605.74480333493
8.149999999999999,2588.0542140166885
8.35,2573.2292411174094
8.549999999999999,2560.33729833644
8.75,2545.299644508047
8.95,2528.8711263710197
9.15,2511.063128616845
9.35,2495.8642832660157
9.549999999999999,2481.3053799794993
9.75,2466.7464766929825
9.95,2452.1875734064656
