Pressure,Resistance
0.16,20420.982070873946
0.3557142857142857,12840.60374902063
0.5514285714285714,9554.405095849728
0.747142857142857,7852.514424511246
0.9428571428571427,7233.870856818983
1.1385714285714286,6865.0109894122725
1.3342857142857139,6305.252025167133
1.53,5805.9390440549805
1.7257142857142853,5381.885281870861
1.9214285714285715,5106.85410904832
2.117142857142857,4828.808579673533
2.3128571428571427,4579.696874869979
2.5085714285714285,4323.634587580241
2.704285714285714,4102.454459613318
2.9,3934.0630396920756
3.0957142857142856,3780.6691610666107
3.2914285714285714,3661.144316926124
3.487142857142857,3561.43130063068
3.682857142857143,3472.606453816665
3.8785714285714286,3408.7277159512946
4.074285714285714,3349.641962156277
4.27,3300.3818458536293
4.465714285714285,3251.4653373640745
4.661428571428571,3207.4733959538967
4.857142857142857,3170.2937800260875
5.0528571428571425,3128.97704604159
5.248571428571428,3097.8712160879936
5.444285714285715,3069.5311946273837
5.64,3032.459829804177
5.835714285714285,3001.469883946326
6.031428571428571,2975.1488025313406
6.227142857142856,2951.3385638260625
6.422857142857143,2928.5116390037474
6.618571428571428,2909.5220955128257
6.814285714285714,2889.6415693556614
7.010000000000001,2869.339869625254
7.2057142857142855,2853.9760717833
7.401428571428571,2843.044546456247
7.597142857142857,2831.0511847887324
7.792857142857142,2816.8744347867682
7.988571428571428,2800.54494305637
8.184285714285714,2784.0527071028414
8.379999999999999,2767.6555056286484
8.575714285714286,2751.343517580537
8.77142857142857,2736.170997899619
8.967142857142857,2721.1082001382388
9.162857142857142,2708.4677249107185
9.358571428571429,2696.0807005007355
9.554285714285713,2683.6936760907533
9.75,2671.3066516807703
