,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507g,3383.049938,3932.112743,3530.135946,2418.246132,4632.797584,4659.162344,3248.157686,3865.381331,3920.380534,3636.600379,3988.559621,2819.305415,3323.888646,4034.468617,2583.32109,6240.841307,5039.019478,4074.946011,14842.14365,3576.865793,3201.493708,3904.319365,7328.828051,7933.306596,5501.264842,4118.527707,3492.850961,3066.029481,3850.373286,3107.137087,4623.881254,3165.078415,4995.487554,6705.773193,3528.101507
1009g,2819.380712,3212.93512,2856.021503,1888.212831,2087.600494,3720.350984,2745.789433,3290.048367,3193.962843,3212.368926,3148.617593,2372.476986,2444.606513,3004.572723,1999.829074,5109.951303,3390.004831,3158.159896,8916.397929,2930.67229,2438.147386,2906.719061,4967.000932,3733.280181,4436.301716,3891.749491,2989.96534,2394.007438,2862.236643,2545.825664,4212.201224,2579.552003,4306.66799,4383.178813,3057.264235
F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507g,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967
1009g,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888
