Sensor,k,alpha
1,3591.3739044388735,-0.16390847807693676
2,12751.50829415394,-0.5669273293664047
3,104508.08548272183,-1.3122374306728335
4,6779.290401319957,-0.47713672872680596
5,8081.014393237581,-0.5013958493922304
6,5098.663649398717,-0.22896533737049085
7,7751.977414320733,-0.41865544334384325
8,5259.150811681723,-0.1274722656160762
9,7107.382044868965,-0.4975023240173332
10,22892.79881025995,-0.9483032402141575
11,3525.5611555876612,-0.19328788998581817
12,3173.8703481630732,-0.17990211280861365
13,3606.37763583565,-0.20112201372952673
14,11518.957567561278,-0.47631608125205577
15,2514.6375326491184,-0.46664101745445086
16,4976.5984677402475,-0.12871327694448992
17,9849.085339166762,-0.45399077730867865
18,22935.159981809316,-0.7038810215164175
19,65083.87485274409,-1.3235244346340427
20,9206.398175447892,-0.7319147787485993
21,6131.77929020767,-0.264209809140245
22,13087.851270582263,-0.5162586298826602
23,39730.212043397965,-0.732880439967327
24,36874.1897718181,-0.934141657302381
25,20431.35866955919,-0.7922016006197478
26,5991.394619760725,-0.29891818343552057
27,11345.31679680622,-0.4502645822826287
28,4156.246314217527,-0.2592389419950294
29,8521.84218064604,-0.7462743555943467
30,6902.113137039511,-0.6856113116607904
31,3944.179846574092,-0.36407887096739394
32,3009.979207185612,-0.34953684963340714
33,7959.742030511997,-0.42837721275430696
34,2497.1351038651605,-0.20547519646786772
35,12900.38227931582,-0.6198915467468525
