,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507g,2761.626162,5139.569635,12755.84049,3155.383481,3617.821686,3532.441099,3962.678965,4287.290634,3201.851594,5007.149335,2586.316563,2378.813376,2612.590492,5368.492318,1190.280466,4048.890588,4757.464669,7422.228245,7801.457946,2848.447052,4014.871124,5721.418735,12273.46218,8250.341668,5739.186531,3710.673334,5513.026513,2743.1311,2576.654962,2300.022284,2200.510949,1718.909199,4005.973912,1796.436852,4776.389055
1009g,2466.913433,3478.623106,5168.104969,2271.859365,2561.666742,3017.248079,2970.331536,3927.054199,2273.216975,2606.359489,2264.049086,2101.682306,2274.746389,3867.470569,863.2110084,3705.518032,3480.37338,4571.5536,3136.339317,1720.898149,3347.103166,4009.913664,7410.122006,4336.608558,3326.371376,3020.45182,4043.472867,2294.723767,1541.379448,1434.578966,1712.611066,1351.252219,2982.75241,1559.451721,3117.046341
F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507g,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967
1009g,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888
