,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507g,3938.900442,7105.74904,5470.907317,2580.379201,2393.91442,5910.218538,3406.897914,4878.252992,2462.075911,4845.303721,5037.363636,3437.848741,6486.100479,4957.167904,3948.87437,5245.148753,4539.816385,8785.172915,7445.710049,4121.484967,3766.659573,3249.262038,6092.299296,11033.4502,7281.156512,3449.680725,8567.526516,3735.648207,4276.352392,3535.878965,3638.853295,5926.6672,5303.368589,6280.603782,3157.68241
1009g,3368.463173,4306.81053,4733.939706,2355.486066,1990.458925,5060.014728,2834.053242,4427.53765,1990.481628,3667.658264,4320.584431,2849.972525,4464.444127,4266.157052,3160.643659,4689.658145,3443.285397,5607.033337,5852.273422,3170.992313,3317.901013,2759.742048,5270.601953,5819.04854,6244.157657,2965.024826,7601.706219,3883.174993,3497.130018,2956.716971,2820.529261,5455.254352,4244.42958,5120.025248,2631.328689
F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507g,4.967,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949,4.949
1009g,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888
