Sensor,k,alpha
1,2373.0329806551917,-0.17829947770774413
2,5999.150611936964,-0.3843694979334107
3,8788.878305324177,-0.4410383132143483
4,9551.442540598333,-0.4812028198907475
5,5724.678224725721,-0.4900563695017629
6,13222.251727959634,-0.6447401511658601
7,8965.305342593208,-0.5007346932199963
8,5862.472163540259,-0.2691340985658761
9,6715.956008621788,-0.38267847783403347
10,4887.566026984814,-0.3088375162449415
11,5868.24626579889,-0.390741663109221
12,4569.874397783743,-0.2728826594328836
13,5628.993771640396,-0.1883017976566478
14,11153.267341395805,-0.4281244494472068
15,3828.4283098436513,-0.3734117379972115
16,8113.560301824252,-0.10884662917979637
17,4761.244637467968,-0.23453628677612934
18,6688.072324390682,-0.30326679605156504
19,16652.68641037892,-0.6450671478753423
20,6915.142084123251,-0.42211933631163223
21,4538.7351253786455,-0.24122429348766455
22,4250.560080751316,-0.13897801353328973
23,8902.864056438459,-0.3985698492829291
24,15137.615670682957,-0.7107454124674296
25,6403.351364618741,-0.2555754890984148
26,12859.022162202806,-0.5058609643013892
27,7817.617357312554,-0.4233716403546663
28,7214.726928035473,-0.35914608315254254
29,12258.143097197913,-0.5287974405108963
30,9285.027336253503,-0.4656958263033475
31,3729.82314599751,-0.14470513616809394
32,4362.692849214782,-0.188609060493993
33,5268.221364525032,-0.22631247038414487
34,6641.120852633902,-0.3432255135485233
35,4304.150660253011,-0.2085377731684927
