"// DN: 108, SN: 35"
Timestamp,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,Mag_x,Mag_y,Mag_z,Gyro_x,Gyro_y,Gyro_z,Acc_x,Acc_y,Acc_z
1744787371.471,310,310,310,310,310,310,310,310,310,311,313,310,311,311,311,310,310,306,310,310,311,311,311,311,311,311,311,310,311,311,312,312,313,312,313,-2.0,22.0,4.0,0.54931640625,0.7324218153953552,-0.0610351525247097,-0.9825439453125,-0.023193359375,-0.035400390625
1744787371.481,310,310,311,310,310,310,310,311,311,310,310,311,311,310,311,310,311,310,308,310,311,311,311,311,310,311,313,310,310,311,313,312,311,311,312,-2.0,22.0,4.0,0.6103515625,0.7324218153953552,-0.0610351525247097,-0.9813232421875,-0.02294921875,-0.0361328125
1744787371.491,310,306,310,310,310,310,310,309,313,310,310,311,310,311,311,310,311,311,310,310,311,311,311,311,311,311,311,312,313,311,313,311,311,311,311,-2.0,22.0,4.0,0.54931640625,0.7934569716453552,-0.0610351525247097,-0.9803466796875,-0.0234375,-0.035888671875
1744787371.501,310,310,311,311,310,310,310,311,310,310,310,309,311,311,312,310,307,310,311,310,311,311,312,311,312,312,311,312,312,311,313,311,313,312,311,-2.0,22.0,4.0,0.54931640625,0.7934569716453552,-0.1220703050494194,-0.9808349609375,-0.023193359375,-0.035888671875
1744787371.511,309,310,311,309,309,310,310,311,311,310,311,311,311,311,312,310,310,310,310,311,311,310,310,311,312,311,311,311,311,312,312,311,311,313,312,-2.0,22.0,4.0,0.54931640625,0.7934569716453552,-0.1220703050494194,-0.9814453125,-0.0228271484375,-0.0362548828125
1744787371.521,310,306,308,310,310,311,310,310,311,311,310,310,311,311,311,311,310,310,311,311,311,310,310,311,311,311,311,310,311,311,311,310,310,312,311,-3.0,21.0,7.0,0.54931640625,0.7324218153953552,-0.1220703050494194,-0.981689453125,-0.02392578125,-0.0361328125
1744787371.531,310,310,310,310,310,310,310,310,311,311,311,310,310,312,311,311,310,310,310,311,311,311,311,311,311,311,311,311,311,312,313,310,311,311,312,-3.0,21.0,7.0,0.54931640625,0.7324218153953552,-0.0610351525247097,-0.98193359375,-0.024658203125,-0.03564453125
1744787371.541,310,311,310,310,310,310,310,310,310,310,311,311,311,310,311,310,310,311,310,310,310,311,311,310,311,312,311,311,311,311,311,311,311,311,311,-3.0,21.0,7.0,0.54931640625,0.7324218153953552,-0.0610351525247097,-0.9818115234375,-0.02392578125,-0.035888671875
1744787371.551,310,309,310,310,311,311,310,311,311,311,312,311,310,311,311,311,309,310,310,310,311,311,311,310,311,312,311,313,311,312,313,313,310,311,311,-3.0,21.0,7.0,0.6103515625,0.6713866591453552,-0.0610351525247097,-0.9813232421875,-0.02294921875,-0.0362548828125
1744787371.561,311,310,310,310,310,311,310,311,310,311,312,310,310,311,311,310,309,311,310,310,311,310,312,311,310,312,311,310,313,311,311,312,312,312,311,-3.0,21.0,7.0,0.6103515625,0.6713866591453552,-0.0610351525247097,-0.9814453125,-0.0224609375,-0.0361328125
1744787371.571,310,310,311,310,310,310,311,310,311,311,311,310,310,311,310,310,311,310,306,310,311,312,311,310,310,312,310,299,302,300,311,311,311,311,313,-3.0,21.0,7.0,0.54931640625,0.6713866591453552,-0.0610351525247097,-0.9822998046875,-0.0233154296875,-0.03515625
