Sensor,k,alpha
1,3356.762139867615,-0.1527872853636844
2,8798.103370889823,-0.44729886429865584
3,75750.30087669982,-1.1947708626101774
4,4616.451123627572,-0.34039081076655675
5,6904.946120918503,-0.4735745926257032
6,4355.094509169044,-0.1942204379711195
7,6463.408911261312,-0.37702158264421787
8,4837.252171291428,-0.12461408631256309
9,4034.3741295143373,-0.28490602160318135
10,11725.925018518485,-0.680872109939482
11,2901.6600512983355,-0.14894085288842002
12,2893.5927894692563,-0.17985570911337828
13,3040.16155320597,-0.16774708136304756
14,6725.540837278057,-0.2727707293363489
15,1761.6556486440531,-0.3289524324129664
16,3996.736494882794,-0.06962247567629501
17,6951.485274268296,-0.35765839457686427
18,10473.20159279924,-0.3917534999033989
19,35365.13641802784,-1.1106448590782574
20,5147.884372872509,-0.5239288827549936
21,4927.165673671482,-0.21330578435372996
22,9558.815722766296,-0.46571910398136585
23,23070.491933709305,-0.5731362591067559
24,25095.887799286807,-0.8373645969283097
25,10847.983166103557,-0.5808319245540376
26,4441.061361899057,-0.19801399059234648
27,10656.283954463306,-0.48480931813412415
28,4257.550127319318,-0.32848808594849127
29,7752.426298455103,-0.7389662153730021
30,4086.9405050799746,-0.4472727859585314
31,3784.8497468675587,-0.3086434086807778
32,2950.46019926784,-0.39175615140195896
33,7449.9675071404545,-0.45845815542443547
34,2858.1532464364864,-0.3188528596218941
35,8360.390090930792,-0.44482978980734045
