Sensor,k,alpha
1,4478.270921871099,0.01684577261857024
2,9023.908259458285,-0.19828016727263179
3,8195.219707275251,-0.10284062580022538
4,3667.9717477223976,-0.05670465192291711
5,2900.5946687643755,0.23999116073606463
6,5671.9208523099305,0.12297208479933681
7,2958.2353069346013,0.250657536468601
8,3286.4844306425553,0.19645683205690173
9,5363.550060524375,-0.18545007230839508
10,4732.747928933988,0.10420937655562222
11,3093.4618763559124,0.21544367503365758
12,9550.961392143307,-0.34445652119867615
13,4187.5873694751435,0.22875972054747484
14,7622.676850689565,-0.11218890276956216
15,6515.5488271165095,0.09998754678991031
16,18060.41031871408,-0.5126698226984806
17,183092.41121040058,-1.3216527677888525
18,53775.45535159757,-1.0788283974961625
19,54471.35549686082,-0.8234440406131197
20,23616.48314675381,-0.4527624246441192
21,4618.655954823827,-0.12350028063047476
22,36235.93940012201,-0.7045091912194602
23,11634.105569378884,-0.16254379166447022
24,38984.58429756995,-0.7549431249421853
25,24537.59316232772,-0.6674822224613718
26,34401.31985042645,-0.7166456439877114
27,20935.85474616627,-0.21354657716246245
28,14593.481427630844,-0.31867512672867027
29,4900.25503176455,0.08149350110602603
30,340689.774566847,-1.3098533029514792
31,12510.018722503222,-0.15480349017656353
32,40684.40708892171,-0.14619610020735663
33,47524.74791253668,-0.5003252948121822
34,20834.60407661165,-0.432236869285286
35,12140.859698033637,-0.1879059907729003
