Sensor,k,alpha
1,5005.7946534355315,-0.19211443638128115
2,16094.937040938135,-0.5247638179845422
3,16073.712492004004,-0.5321514200770158
4,7384.405985444683,-0.4615947435440438
5,10111.670249990791,-0.5273527335508271
6,12705.88631780497,-0.36945568478371255
7,6468.651164710363,-0.29151366531257694
8,6355.742090026181,-0.21503487631735202
9,4679.02783274212,-0.27209134427977827
10,14967.986467495222,-0.5787432379546171
11,8006.615795762201,-0.3375530063091845
12,6031.602404243312,-0.2515531264242296
13,8512.575631005411,-0.28389343981567666
14,10529.06353071521,-0.39291610892580503
15,21977.02947477802,-0.8545059749919666
16,10830.640857650773,-0.39933700265440686
17,43415.86594234969,-0.989809265599233
18,13317.101216941392,-0.7047170660160613
19,46063.284909569615,-0.8813135974897138
20,27993.486007855434,-0.6836580532481431
21,8711.132576673477,-0.47856037485360436
22,20456.855422942423,-0.598082197653097
23,25053.428669964218,-0.5505015866571169
24,28446.60914459631,-0.6826455750341788
25,12622.118621969776,-0.4471885440028604
26,13807.08839111957,-0.502051119534864
27,18145.03719188152,-0.3817682695906543
28,10738.544168412225,-0.15984254542119297
29,5958.666998001297,-0.16458999840339905
30,36131.72726683819,-0.5462651153167093
31,7997.839618484254,-0.20672508652573907
32,204982.40397880398,-1.1083200932498012
33,34248.33235672495,-0.37193717106270546
34,31805.67449847541,-0.6161662548419438
35,15003.900701723442,-0.4581663556055351
